id,creation_date,data.colecao.value,Autor,Data,Museu,Tipo,Titulo,Formato,URL,url,,,,,,,,
3744,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,1999,Museu de Artes do Espírito Santo,desenho,Este arassarir foi criadu en 17 – 7 – 99,pintura,,https://midiateca.es.gov.br/site/acervo/este-arassarir-foi-criadu-en-17-7-99/,,,,,,,,
3752,20/06/2022,Acervo Digital da Galeria Homero Massena,Lacunha,1987,Galeria Homero Massena,doação,Sem título,pintura,,https://midiateca.es.gov.br/site/acervo/sem-titulo-229/,,,,,,,,
3758,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,1999,Museu de Artes do Espírito Santo,desenho,Este é o lenhado,pintura,,https://midiateca.es.gov.br/site/acervo/este-e-o-lenhado/,,,,,,,,
3761,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Cia. união de seguros gerais,Nov 23 1987,Arquivo Público do Estado do Espírito Santo,miguel proença , villa-lobos,Miguel Proença - Piano,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/miguel-proenca-piano/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755275734483776_b5a4fabd-ea0f-4045-95d2-ec3a6c73233d_integracao_files_DEC.2.7.23.png,,,,,,,,
3768,20/06/2022,Acervo Digital da Galeria Homero Massena,Kléber galveas,1977,Galeria Homero Massena,doação,O amigo pescador,pintura,,https://midiateca.es.gov.br/site/acervo/o-amigo-pescador/,,,,,,,,
3765,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,A fema e o maxo o qázal - de angollo,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1933/EM.D.074_A-fem.png,https://midiateca.es.gov.br/site/acervo/a-fema-e-o-maxo-o-qazal-de-angollo/,,,,,,,,
3775,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,O pavão de. Minesaia,pintura,,https://midiateca.es.gov.br/site/acervo/o-pavao-de-minesaia/,,,,,,,,
3782,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,O pavão qompanheiro do galo milindrozo,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1779/EM.D.001_O.png,https://midiateca.es.gov.br/site/acervo/o-pavao-qompanheiro-do-galo-milindrozo/,,,,,,,,
3785,20/06/2022,Acervo Digital da Galeria Homero Massena,Maria emília fragoso,1986,Galeria Homero Massena,doação,Bela Vista (MG),pintura,,https://midiateca.es.gov.br/site/acervo/bela-vista-mg/,,,,,,,,
3795,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Grupo de dança somas,Aug 02 1988,Arquivo Público do Estado do Espírito Santo,centro cultural carmélia , grupo de dança somas,Portas Estações,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/portas-estacoes-2/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276082769502_b5f40989-41cf-4bbe-a2fa-9bcac786565a_integracao_files_DEC.2.5.107.png,,,,,,,,
3794,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,1999,Museu de Artes do Espírito Santo,desenho,O frango dagua Brazileiro,pintura,,https://midiateca.es.gov.br/site/acervo/o-frango-dagua-brazileiro/,,,,,,,,
3801,20/06/2022,Acervo Digital da Galeria Homero Massena,Kléber galveas,1978,Galeria Homero Massena,doação,Paisagem,pintura,https://midiateca.es.gov.br/galeriahomeromassena/wp-content/uploads/tainacan-items/2010/2138/IMG_0619-Kleber-Galveas.png,https://midiateca.es.gov.br/site/acervo/paisagem-3/,,,,,,,,
3807,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Jan 25 1988,Arquivo Público do Estado do Espírito Santo,festival de música , música,Quarto festival de Jazz capixaba,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/quarto-festival-de-jazz-capixaba/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755275751575318_c1de3180-d918-4705-85b9-56f4155b28ad_integracao_files_DEC.2.7.25.png,,,,,,,,
3811,20/06/2022,Acervo Digital da Galeria Homero Massena,Francisco schwarz,1984,Galeria Homero Massena,,Sem título,pintura,https://midiateca.es.gov.br/galeriahomeromassena/wp-content/uploads/tainacan-items/2010/2127/IMG_0832.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-231/,,,,,,,,
3818,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,Esti tupetudu.foi-criadu .em 4-4-99.,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1931/EM.D.073_Esti-tupetudu.foi-criadu-.em-4-4-99.png,https://midiateca.es.gov.br/site/acervo/esti-tupetudu-foi-criadu-em-4-4-99/,,,,,,,,
3816,20/06/2022,Acervo Digital da Galeria Homero Massena,Hélio das neves,1976,Galeria Homero Massena,doação,Sem título,pintura,https://midiateca.es.gov.br/galeriahomeromassena/wp-content/uploads/tainacan-items/2010/2136/IMG_0638-HeliodasNeves.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-232/,,,,,,,,
3829,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Escola de dança mônica tenore,Aug 05 1994,Arquivo Público do Estado do Espírito Santo,dança , teatro carlos gomes,Escola de Dança Mônica Tenore apresenta: Pinóquio,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/escola-de-danca-monica-tenore-apresenta-pinoquio/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276107308580_579bd7ac-1376-4b09-9276-69164b341d53_integracao_files_DEC.2.5.108.png,,,,,,,,
3827,20/06/2022,Acervo Digital da Galeria Homero Massena,Francisco schwarz,1989,Galeria Homero Massena,doação,Vila do Rio Novo do Sul,pintura,https://midiateca.es.gov.br/galeriahomeromassena/wp-content/uploads/tainacan-items/2010/2126/IMG_0816.png,https://midiateca.es.gov.br/site/acervo/vila-do-rio-novo-do-sul/,,,,,,,,
3832,20/06/2022,Acervo Digital da Galeria Homero Massena,Wanda moraes,1985,Galeria Homero Massena,doação,Sem título,pintura,,https://midiateca.es.gov.br/site/acervo/sem-titulo-233/,,,,,,,,
3839,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Dionísio del santo,1976,Museu de Artes do Espírito Santo,gravura,Sombra projetada,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1745/sombra-projetada-Dionisio-Del-Santo-scaled.jpeg,https://midiateca.es.gov.br/site/acervo/sombra-projetada/,,,,,,,,
3843,20/06/2022,Acervo Digital da Galeria Homero Massena,Francisco schwarz,1982,Galeria Homero Massena,doação,Colégio Pedro Palácios em Cachoeiro em 1930,pintura,https://midiateca.es.gov.br/galeriahomeromassena/wp-content/uploads/tainacan-items/2010/2125/IMG_0839.png,https://midiateca.es.gov.br/site/acervo/colegio-pedro/,,,,,,,,
3850,20/06/2022,Acervo Digital da Galeria Homero Massena,Levino fanzeres,1913,Galeria Homero Massena,doação,Sem título,pintura,,https://midiateca.es.gov.br/site/acervo/sem-titulo-234/,,,,,,,,
3859,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Raphael samú,1980,Museu de Artes do Espírito Santo,gravura,Sem Título,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1667/120M_RaphaelSam.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-240/,,,,,,,,
3857,20/06/2022,Acervo Digital da Galeria Homero Massena,Francisco schwarz,1986,Galeria Homero Massena,doação,Sem título,pintura,,https://midiateca.es.gov.br/site/acervo/sem-titulo-236/,,,,,,,,
3855,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Nov 23 1987,Arquivo Público do Estado do Espírito Santo,seresta ,Title,Tipo,empty,0,,,,,,,,
3863,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,S.i,Feb 20 1987,Arquivo Público do Estado do Espírito Santo,dança , espaço,Encontro no espaço,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/encontro-no-espaco/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276246727111_77d70595-8ca8-450c-accf-f6b8ff392d99_integracao_files_DEC.2.5.121.png,,,,,,,,
3877,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Escola de ballet renata pacheco,Aug 05 1994,Arquivo Público do Estado do Espírito Santo,dança , joaninha,Escola de Ballet Renata Pacheco apresenta: Joaninha Faceira,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/escola-de-ballet-renata-pacheco-apresenta-joaninha-faceira/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276119960019_afd5ddbb-72fb-48ae-bb3e-5d60a2605b5d_integracao_files_DEC.2.5.109.png,,,,,,,,
3874,20/06/2022,Acervo Digital da Galeria Homero Massena,Klara rodrigues dias,1986,Galeria Homero Massena,doação,Paisagem de Ouro Preto,pintura,,https://midiateca.es.gov.br/site/acervo/paisagem-de-ouro-preto/,,,,,,,,
3871,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Nov 23 1987,Arquivo Público do Estado do Espírito Santo,música , teatro carlos gomes,Orquestra de Câmara da rádio e TV polonesa,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/orquestra-de-camara-da-radio-e-tv-polonesa/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755275766738622_71cc2166-7022-4e10-9307-093202e10297_integracao_files_DEC.2.7.27.png,,,,,,,,
3886,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,Biqudo é - um - passro,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1929/EM.D.072_Biqud-um-passro.png,https://midiateca.es.gov.br/site/acervo/biqudo-e-um-passro/,,,,,,,,
3895,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Maciel de aguiar - produções artísticas e culturais,Nov 20 1987,Arquivo Público do Estado do Espírito Santo,dança , noite,"Noite do Forró com João do Vale e Banda do Forró Forrado, a maior banda de forró do Brasil",https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/noite-do-forro-com-joao-do-vale-e-banda-do-forro-forrado-a-maior-banda-de-forro-do-brasil/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276255127899_285b51bb-3c9a-4a81-bf88-0b8824781c94_integracao_files_DEC.2.5.123.png,,,,,,,,
3893,20/06/2022,Acervo Digital da Galeria Homero Massena,Nadilson,1981,Galeria Homero Massena,doação,Igreja e vegetação,pintura,https://midiateca.es.gov.br/galeriahomeromassena/wp-content/uploads/tainacan-items/2010/2119/IMG_0807.png,https://midiateca.es.gov.br/site/acervo/igreja-e-vegetacao-2/,,,,,,,,
3906,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Grupo cíclopp,Dec 19 1989,Arquivo Público do Estado do Espírito Santo,dança , simplesmente,Simplesmente dançar...,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/simplesmente-dancar/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276129094032_ec3b37d5-1e06-4fa5-89c7-37e31ec8a68b_integracao_files_DEC.2.5.110.png,,,,,,,,
3904,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec , inh ,6200,,Arquivo Público do Estado do Espírito Santo,música ,UF,17/01/2023,,,,,,,,
3910,20/06/2022,Acervo Digital da Galeria Homero Massena,Lélia ziepierski filha,1986,Galeria Homero Massena,doação,Sem título,pintura,,https://midiateca.es.gov.br/site/acervo/sem-titulo-238/,,,,,,,,
3919,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Mar 06 1988,Arquivo Público do Estado do Espírito Santo,música ,Title,Tipo,url,192,,,,,,,,
3922,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Nov 27 1987,Arquivo Público do Estado do Espírito Santo,dança , ticumbi,Ticumbi de São Benedito,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/ticumbi-de-sao-benedito-2/,,,,,,,,,
3929,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Mar 07 1991,Arquivo Público do Estado do Espírito Santo,dança , teatro carlos gomes,Projeto Dançarte,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/projeto-dancarte-13/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276152701625_49bbba7f-5265-4cc7-a8ac-5203cb499077_integracao_files_DEC.2.5.111.png,,,,,,,,
3927,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,Este galo é o galo milindrozo,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1927/EM.D.071_Este-galogalo-milindrozo.png,https://midiateca.es.gov.br/site/acervo/este-galo-e-o-galo-milindrozo/,,,,,,,,
3924,20/06/2022,Acervo Digital da Galeria Homero Massena,Dileta (josé paulo),1986,Galeria Homero Massena,doação,Tempos que não voltam,pintura,,https://midiateca.es.gov.br/site/acervo/tempos-que-nao-voltam/,,,,,,,,
3940,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Dec 03 1987,Arquivo Público do Estado do Espírito Santo,capoeira , senzala,Centro de Capoeira Senzala,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/centro-de-capoeira-senzala/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276271955843_cf333444-76be-4f71-be67-a1493cad6e9b_integracao_files_DEC.2.5.124.png,,,,,,,,
3946,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Raphael samú,1971,Museu de Artes do Espírito Santo,gravura,Sem Título,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1664/119M_RaphaelSamu_Litografia_1971.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-242/,,,,,,,,
3944,20/06/2022,Acervo Digital da Galeria Homero Massena,Suyan de mattos,1998,Galeria Homero Massena,,Aparelho reprodutor masculino,pintura,,https://midiateca.es.gov.br/site/acervo/aparelho-reprodutor-masculino/,,,,,,,,
3962,20/06/2022,Acervo Digital da Galeria Homero Massena,Kléber galveas,1980,Galeria Homero Massena,doação,Acildes Gomes da Silva,pintura,,https://midiateca.es.gov.br/site/acervo/acildes-gomes-da-silva/,,,,,,,,
3958,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec , união dos estudantes de pinheiros,,Arquivo Público do Estado do Espírito Santo,festival de música , pinheiros,ES,False,,,,,,,,
3965,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Sep 14 1992,Arquivo Público do Estado do Espírito Santo,budismo , mosteiro,A Prefeitura Municiapla de João Neiva e o Mosteiro - Zen Morro da Vargem,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/a-prefeitura-municiapla-de-joao-neiva-e-o-mosteiro-zen-morro-da-vargem/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276297707881_3f233028-adba-40c1-9989-0391dfcc86eb_integracao_files_DEC.2.6.1.png,,,,,,,,
3963,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Ballet contemporâneo fábio de mello,S.I,Arquivo Público do Estado do Espírito Santo,centro cultural carmélia , libertar,"Libertar é uma palavra imensa, cheia de mistérios e dores",https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/libertar-e-uma-palavra-imensa-cheia-de-misterios-e-dores-2/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276166403991_694d2032-77b1-4982-b076-c52e0b7fd655_integracao_files_DEC.2.5.112.png,,,,,,,,
3974,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Escola de música do espírito santo,Nov 20 1987,Arquivo Público do Estado do Espírito Santo,escola de música do espírito santo , semana da música ,Title,URL,300,,,,,,,,
3983,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,O enhapin,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1925/EM.D.070_O-enhapin.png,https://midiateca.es.gov.br/site/acervo/o-enhapin/,,,,,,,,
3981,20/06/2022,Acervo Digital da Galeria Homero Massena,Renata himtze,1987,Galeria Homero Massena,doação,Orquídea,pintura,,https://midiateca.es.gov.br/site/acervo/orquidea/,,,,,,,,
3990,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Sep 14 1992,Arquivo Público do Estado do Espírito Santo,festa julina,Festa Julina,cartaz,https://midiateca.es.gov.br/arquivopublico/wp-content/uploads/tainacan-items/4907/5826/DEC.2.6.2.png,https://midiateca.es.gov.br/site/acervo/festa-julina/,,,,,,,,
3995,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Grupo de dança axis - ufes,Mar 07 1991,Arquivo Público do Estado do Espírito Santo,dança , repertório,Grupo de Dança Axis - UFES apresenta: Repertório Inicial,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/grupo-de-danca-axis-ufes-apresenta-repertorio-inicial/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276179268440_9ec2d2c7-9f48-4e8c-8dd0-c15a64473591_integracao_files_DEC.2.5.113.png,,,,,,,,
4007,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Concertos souza cruz e secretaria de educação e cultura de vitória,Feb 23 1988,Arquivo Público do Estado do Espírito Santo,música ,Title,Tipo,empty,0,,,,,,,,
4014,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Sep 15 1992,Arquivo Público do Estado do Espírito Santo,festival,2º Festival da Péla Égua Angá,cartaz,https://midiateca.es.gov.br/arquivopublico/wp-content/uploads/tainacan-items/4907/5829/DEC.2.6.3.png,https://midiateca.es.gov.br/site/acervo/2o-festival-da-pela-egua-anga/,,,,,,,,
4019,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Mar 07 1991,Arquivo Público do Estado do Espírito Santo,dança , projeto,Projeto Dançarte,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/projeto-dancarte-14/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276186609540_320d18a9-cf50-4cd4-874e-91cf497f717f_integracao_files_DEC.2.5.114.png,,,,,,,,
4023,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Maciel de aguiar - produções artísticas e culturais,Feb 20 1987,Arquivo Público do Estado do Espírito Santo,dercy gonçalves , teatro carlos gomes,Dercy Gonçalves,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/dercy-goncalves-2/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755275815263046_a2fbef68-0ce7-4719-9b59-126e5b75678c_integracao_files_DEC.2.7.32.png,,,,,,,,
4037,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Raphael samú,1962,Museu de Artes do Espírito Santo,desenho,Sem Título,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1662/118M_RaphaelSam.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-243/,,,,,,,,
4041,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,A sabiar búsqa - longe,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1923/EM.D.069_A-sabia-longe.png,https://midiateca.es.gov.br/site/acervo/a-sabiar-busqa-longe/,,,,,,,,
4048,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Sep 14 1992,Arquivo Público do Estado do Espírito Santo,feira , serra,I Feira Comunitária do Bairro,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/i-feira-comunitaria-do-bairro/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276347376837_acd3fca7-c3ca-4f78-bf1b-c91f41edcff8_integracao_files_DEC.2.6.4.png,,,,,,,,
4065,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Nov 25 1988,Arquivo Público do Estado do Espírito Santo,artes cênicas , projeto,Projeto Dançarte,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/projeto-dancarte-15/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276197244725_ea7aaa5f-8356-4574-9c05-16e28d384a03_integracao_files_DEC.2.5.115.png,,,,,,,,
4062,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Nervo abalado,Feb 10 1988,Arquivo Público do Estado do Espírito Santo,josé luiz gobbi , ópera,O Guaranizinho: uma ópera transreal singela,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/o-guaranizinho-uma-opera-transreal-singela/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755275828843813_735b708e-7f6e-4e3b-bf26-ce2b148daae7_integracao_files_DEC.2.7.33.png,,,,,,,,
4081,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Sep 14 1992,Arquivo Público do Estado do Espírito Santo,festa , imigrante,2ª Festa do Imigrante Italiano,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/2a-festa-do-imigrante-italiano/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276375055732_331cc882-fb3f-4520-bd80-6ebbc43fa5e0_integracao_files_DEC.2.6.5.png,,,,,,,,
4084,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,O pavãozinho que elas gosta ele se chama brinquedo,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1921/EM.D.068_O-que-elas-gosta-ele-se-chama-brinquedo.png,https://midiateca.es.gov.br/site/acervo/o-pavaozinho-que-elas-gosta-ele-se-chama-brinquedo/,,,,,,,,
4090,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Dec 16 1988,Arquivo Público do Estado do Espírito Santo,dança , teatro carlos gomes,Projeto Dançarte,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/projeto-dancarte-16/,,,,,,,,,
4088,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Grupo multirão,Aug 21 1987,Arquivo Público do Estado do Espírito Santo,música , teatro carlos gomes,Zona: princípio e fim,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/zona-principio-e-fim/,,,,,,,,,
4107,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Fundação cultural do espírito santo,Aug 17 1998,Arquivo Público do Estado do Espírito Santo,ballet , stagium,Ballet Stagium,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/ballet-stagium-2/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276207052226_df4eabfa-046d-4214-a8d0-ccdba6aee462_integracao_files_DEC.2.5.117.png,,,,,,,,
4105,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec ,Data,Instituição Cultural,Assunto, ópera ,Title,URL,0,,,,,,,,
4111,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Raphael samú,1962,Museu de Artes do Espírito Santo,desenho,Sem Título,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1660/117M_RaphaelSam.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-244/,,,,,,,,
4121,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Centro cultural porto de são mateus,May 06 1988,Arquivo Público do Estado do Espírito Santo,música ,Title,Tipo,empty,0,,,,,,,,
4128,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec,Feb 05 1992,Arquivo Público do Estado do Espírito Santo,festa , piúma,Festa dos Pescadores - em homenagem a São Pedro,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/festa-dos-pescadores-em-homenagem-a-sao-pedro/,https://midiateca.es.gov.br/site/wp-content/uploads/2023/01/1755276399977984_08736a9c-b1aa-4049-ac11-4e3962acfb3a_integracao_files_DEC.2.6.6.png,,,,,,,,
4140,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Centro cultural porto de são mateus,May 06 1988,Arquivo Público do Estado do Espírito Santo,música ,Title,Tipo,empty,0,,,,,,,,
4148,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Elpídio malaquias,,Museu de Artes do Espírito Santo,desenho,O pavãozinho novo,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1919/EM.D.067_O-novo.png,https://midiateca.es.gov.br/site/acervo/o-pavaozinho-novo/,,,,,,,,
4142,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Departamento estadual de cultura - dec ,Data,Instituição Cultural,Assunto, festival ,Title,URL,0,,,,,,,,
4167,20/06/2022,Acervo Digital do Arquivo Público do Estado do Espírito Santo,Sol do futuro produções,Jul 14 1988,Arquivo Público do Estado do Espírito Santo,música , teatro carlos gomes,Grupo Salada de Frutas: tudo na estrada,https://midiateca.es.gov.br/arquivopublico/acervo-digital-do-arquivo-publico-do-estado-do-espirito-santo/grupo-salada-de-frutas-tudo-na-estrada/,,,,,,,,,
4164,20/06/2022,Acervo digital do Museu de Artes do Espírito Santo,Raphael samú,1966,Museu de Artes do Espírito Santo,gravura,Sem Título,pintura,https://midiateca.es.gov.br/museuarte/wp-content/uploads/tainacan-items/1331/1644/111M_RaphaelSam.png,https://midiateca.es.gov.br/site/acervo/sem-titulo-245/,,,,,,,,
